revenue_id,order_id,payment_date,amount_paid_usd,payment_status,refund_amount_usd
STA-R13780,STA-O12917,05-10-2025,10.8,Paid,10.8
STA-R9092,STA-O7479,03-02-2025,4.9,Refunded,0
STA-R17321,STA-O14817,13-11-2025,0,Refunded,0
STA-R13938,STA-O7359,24-09-2025,14.16,Paid,0
STA-R9356,STA-O8532,25-12-2025,0,Paid,0
STA-R17594,STA-O14865,16-02-2025,22.04,Paid,0
STA-R14545,STA-O8192,05-08-2025,10.38,Paid,0
STA-R18060,STA-O14840,18-08-2025,62.1,Paid,0
STA-R15287,STA-O10970,30-11-2024,0,Paid,0
STA-R10041,STA-O9187,25-02-2024,0,Paid,0
STA-R16247,STA-O6054,18-09-2024,12.45,Paid,0
STA-R14759,STA-O6125,05-07-2025,34.55,Paid,0
STA-R11708,STA-O9358,16-10-2025,10.66,Paid,0
STA-R10459,STA-O5327,02-02-2024,140.64,Paid,140.64
STA-R16109,STA-O13623,13-10-2023,11.07,Paid,0
STA-R10363,STA-O13086,23-10-2024,16.38,Paid,0
STA-R17993,STA-O12846,10-04-2023,5.01,Pending,0
STA-R17850,STA-O12990,17-04-2023,21.68,Paid,21.68
STA-R13941,STA-O6209,16-05-2023,116.9,Paid,0
STA-R18473,STA-O9897,19-06-2025,11.85,Refunded,0
STA-R11749,STA-O8784,09-03-2025,18.35,Paid,0
STA-R12485,STA-O6533,17-12-2023,25.16,Refunded,0
STA-R12455,STA-O7509,24-05-2024,164.45,Paid,0
STA-R15475,STA-O11271,20-11-2024,19.23,Paid,19.23
STA-R11518,STA-O14491,03-10-2024,5.62,Paid,0
STA-R17975,STA-O5236,27-03-2024,0,Paid,0
STA-R15257,STA-O6358,08-05-2023,18.94,Paid,0
STA-R13532,STA-O11044,04-03-2025,25.56,Paid,0
STA-R9151,STA-O7861,26-05-2024,2.3,Paid,0
STA-R9353,STA-O13416,12-05-2024,10.26,Paid,10.26
STA-R14873,STA-O11032,08-06-2025,4.24,Paid,0
STA-R14694,STA-O13846,22-08-2023,48.04,Paid,0
STA-R18079,STA-O13331,08-01-2025,23.54,Refunded,0
STA-R11587,STA-O8141,18-01-2023,10.32,Paid,0
STA-R11796,STA-O5948,21-08-2025,21.5,Paid,0
STA-R17649,STA-O13992,31-03-2024,0,Paid,0
STA-R9938,STA-O10324,06-06-2025,8.22,Paid,0
STA-R13437,STA-O9226,28-08-2025,29.32,Paid,0
STA-R12589,STA-O12775,23-11-2023,80.1,Paid,80.1
STA-R15067,STA-O5909,17-08-2023,14.6,Paid,0
STA-R10176,STA-O10206,22-04-2024,0,Refunded,0
STA-R13999,STA-O6324,14-06-2024,14.53,Paid,0
STA-R11291,STA-O8215,02-01-2023,115.35,Refunded,0
STA-R13749,STA-O13158,23-06-2024,18,Paid,0
STA-R11376,STA-O14075,14-08-2024,0,Paid,0
STA-R11681,STA-O8367,19-09-2025,75.18,Paid,75.18
STA-R10195,STA-O10085,16-05-2025,19.84,Paid,0
STA-R17229,STA-O7641,11-12-2024,81.15,Paid,0
STA-R11660,STA-O13414,23-04-2025,30.56,Paid,30.56
STA-R17314,STA-O5922,22-06-2025,25.15,Pending,0
STA-R9133,STA-O5399,16-06-2024,29.9,Paid,0
STA-R15184,STA-O13163,04-05-2024,15.03,Paid,0
STA-R12613,STA-O11836,08-10-2024,4.98,Paid,0
STA-R9207,STA-O14938,22-06-2025,24.2,Paid,0
STA-R15547,STA-O13856,16-09-2023,113.72,Refunded,51.85
STA-R15664,STA-O9083,23-01-2024,28.1,Paid,0
STA-R17430,STA-O12547,25-09-2025,23.76,Refunded,0
STA-R10510,STA-O9009,10-05-2023,10.1,Paid,0
STA-R15670,STA-O9823,16-05-2025,13.18,Paid,13.18
STA-R15361,STA-O13021,01-03-2024,0,Paid,2.05
STA-R12694,STA-O11987,01-01-2025,39.72,Paid,0
STA-R15360,STA-O7491,27-12-2023,92.46,Paid,0
STA-R13409,STA-O7402,16-07-2025,0,Paid,61.35
STA-R12532,STA-O6250,01-05-2025,13.52,Paid,13.52
STA-R12623,STA-O11624,15-06-2024,26.65,Paid,0
STA-R13774,STA-O12908,11-12-2025,6.64,Paid,0
STA-R16561,STA-O6381,21-03-2023,5.8,Paid,0
STA-R12510,STA-O5712,01-09-2025,137.2,Paid,0
STA-R16394,STA-O8577,10-06-2024,14.28,Paid,14.28
STA-R17529,STA-O14646,28-07-2024,6.06,Paid,0
STA-R9094,STA-O5400,12-09-2023,25.2,Paid,0
STA-R14552,STA-O6412,06-08-2023,113.88,Refunded,0
STA-R12814,STA-O10949,23-11-2023,15.64,Paid,0
STA-R17369,STA-O11213,13-11-2025,0,Paid,7.78
STA-R11723,STA-O13246,21-03-2025,5.65,Paid,0
STA-R15617,STA-O10216,26-07-2025,17.88,Paid,0
STA-R12957,STA-O11294,04-02-2024,35.68,Paid,0
STA-R10626,STA-O14629,08-09-2023,11,Pending,0
STA-R16308,STA-O9303,28-11-2025,8.32,Paid,0
STA-R14190,STA-O13576,16-01-2024,25.2,Paid,0
STA-R14749,STA-O14281,05-07-2023,85.77,Paid,0
STA-R17716,STA-O14864,30-08-2023,6.42,Pending,0
STA-R15861,STA-O10827,18-01-2023,7.34,Paid,0
STA-R10563,STA-O5989,07-12-2024,42.15,Refunded,0
STA-R9121,STA-O6663,25-07-2024,19.96,Paid,0
STA-R13996,STA-O9698,06-11-2023,24.6,Paid,24.6
STA-R15439,STA-O7042,12-09-2023,7.92,Paid,7.92
STA-R15641,STA-O13137,15-11-2025,5.82,Paid,5.82
STA-R14576,STA-O7452,11-04-2024,5.87,Paid,0
STA-R17055,STA-O8366,18-09-2023,5.27,Paid,0
STA-R18375,STA-O12792,07-07-2025,0,Paid,0
STA-R18284,STA-O14180,02-07-2023,3.01,Paid,0
STA-R12848,STA-O7367,21-06-2025,21.18,Paid,0
STA-R17376,STA-O13153,11-03-2023,5.96,Paid,2.17
STA-R10801,STA-O8917,29-08-2023,27.3,Paid,27.3
STA-R15221,STA-O12780,30-12-2025,30.36,Paid,0
STA-R14665,STA-O8611,25-08-2025,17.61,Paid,0
STA-R14562,STA-O12924,03-11-2023,5.7,Paid,0
STA-R16740,STA-O11254,24-10-2023,0,Paid,0
STA-R9946,STA-O9053,05-04-2023,7.88,Paid,0
STA-R13834,STA-O7928,16-11-2025,18.51,Paid,0
STA-R14548,STA-O6055,06-04-2025,9.87,Paid,0
STA-R17982,STA-O7516,20-10-2024,0,Paid,0
STA-R14928,STA-O14772,16-05-2025,12.96,Refunded,0
STA-R16851,STA-O5736,26-02-2023,0,Paid,0
STA-R13560,STA-O12422,12-04-2025,36.4,Paid,36.4
STA-R14040,STA-O5416,25-02-2025,18.96,Paid,0
STA-R15266,STA-O8887,13-03-2025,27.84,Refunded,0
STA-R14641,STA-O11187,01-10-2025,12.5,Pending,0
STA-R11321,STA-O10253,17-08-2023,57.1,Paid,0
STA-R16515,STA-O13326,02-11-2023,25.95,Pending,0
STA-R10465,STA-O9246,31-12-2025,8.54,Paid,0
STA-R18231,STA-O6487,27-02-2023,55.35,Paid,0
STA-R17086,STA-O13960,02-08-2025,36.8,Paid,36.8
STA-R11894,STA-O8666,25-01-2025,5.63,Paid,5.63
STA-R14804,STA-O8080,20-07-2023,47.7,Paid,0
STA-R9394,STA-O9136,17-02-2023,0,Paid,16.24
STA-R9532,STA-O12965,06-12-2024,15.02,Paid,0
STA-R13593,STA-O12609,01-12-2024,23.95,Paid,0
STA-R18071,STA-O13881,09-11-2025,6.39,Refunded,0
STA-R11824,STA-O13332,29-05-2025,20.16,Paid,20.16
STA-R15302,STA-O7521,10-08-2023,12.78,Pending,0
STA-R10224,STA-O11261,27-02-2025,10.66,Pending,0
STA-R14445,STA-O10401,19-02-2023,27.3,Paid,0
STA-R14905,STA-O12205,10-03-2024,107.1,Paid,0
STA-R9115,STA-O13705,21-10-2025,15.04,Paid,0
STA-R14567,STA-O5091,30-07-2025,16.8,Paid,0
STA-R16824,STA-O7284,14-09-2023,27.45,Paid,0
STA-R16326,STA-O13597,11-03-2025,17.02,Refunded,0
STA-R14425,STA-O11736,30-05-2023,29.66,Paid,29.66
STA-R11332,STA-O7392,11-10-2023,17.4,Paid,0
STA-R15081,STA-O11398,12-02-2024,7.67,Paid,0
STA-R13908,STA-O6689,04-05-2023,32.5,Paid,0
STA-R12216,STA-O9481,14-05-2023,6.19,Paid,1.17
STA-R11592,STA-O11701,04-11-2023,12.75,Paid,0
STA-R17669,STA-O7125,12-12-2024,0,Paid,0
STA-R9312,STA-O7441,30-07-2025,34.56,Paid,0
STA-R11252,STA-O10335,06-02-2023,20.56,Paid,0
STA-R15673,STA-O5923,14-06-2024,14.55,Paid,0
STA-R15012,STA-O5138,23-04-2024,16.2,Pending,0
STA-R16863,STA-O13557,12-12-2023,22.86,Paid,0
STA-R12534,STA-O10222,03-09-2025,23.5,Refunded,0
STA-R13430,STA-O8113,04-05-2025,17.7,Refunded,0
STA-R9273,STA-O8427,08-09-2023,32.12,Paid,0
STA-R15863,STA-O11234,07-04-2024,51.44,Paid,0
STA-R18512,STA-O11824,08-04-2024,81.8,Paid,0
STA-R11122,STA-O12329,29-01-2025,16.59,Paid,0
STA-R12933,STA-O10334,10-02-2025,8.46,Pending,0
STA-R9942,STA-O10709,06-05-2023,33.36,Paid,0
STA-R17518,STA-O12132,20-06-2024,12.04,Paid,0
STA-R16599,STA-O13463,20-11-2023,23.92,Paid,0
STA-R9906,STA-O12952,12-11-2023,19.52,Paid,0
STA-R15016,STA-O12125,03-04-2023,31.08,Refunded,0
STA-R10839,STA-O7798,19-03-2023,25.4,Refunded,0
STA-R12407,STA-O13561,02-03-2024,13.05,Paid,13.05
STA-R12833,STA-O12071,10-03-2023,28,Paid,0
STA-R9426,STA-O12988,30-09-2023,48.56,Pending,0
STA-R10675,STA-O9445,11-09-2024,5.89,Paid,0
STA-R11485,STA-O13063,06-10-2023,8.34,Paid,0
STA-R12067,STA-O10574,14-06-2024,12.14,Paid,0
STA-R13785,STA-O12055,22-06-2023,26.55,Paid,0
STA-R12106,STA-O7938,16-01-2023,6.22,Paid,6.22
STA-R10520,STA-O6196,17-02-2023,41.7,Paid,0
STA-R14910,STA-O11180,25-09-2023,16.47,Paid,16.47
STA-R9063,STA-O14638,31-10-2023,15.57,Refunded,0
STA-R11185,STA-O11184,15-05-2024,7.38,Paid,0
STA-R13141,STA-O5542,26-05-2023,26.7,Paid,0
STA-R10022,STA-O14916,24-07-2025,6.83,Pending,0
STA-R16322,STA-O12196,06-02-2025,3.36,Paid,0
STA-R16025,STA-O8991,25-12-2024,7.33,Refunded,0
STA-R12128,STA-O12943,17-03-2024,22,Refunded,0
STA-R10213,STA-O7145,26-06-2025,16.46,Refunded,0
STA-R11630,STA-O5432,11-02-2024,82.85,Paid,0
STA-R17132,STA-O11410,05-02-2023,23.54,Paid,0
STA-R16563,STA-O10388,28-05-2025,46.48,Pending,0
STA-R17516,STA-O14635,26-06-2023,5.18,Paid,0
STA-R15906,STA-O8564,26-12-2024,13.42,Paid,0
STA-R14448,STA-O7698,14-07-2023,23.24,Paid,0
STA-R14060,STA-O12108,17-01-2024,9.99,Paid,3.32
STA-R15144,STA-O10559,06-10-2024,19,Paid,0
STA-R11096,STA-O6500,14-02-2024,12.9,Paid,3.34
STA-R14874,STA-O13540,04-08-2025,15.03,Paid,0
STA-R18132,STA-O6491,11-09-2023,11.29,Paid,0
STA-R9215,STA-O6499,19-09-2024,8.96,Paid,0
STA-R9194,STA-O8873,15-12-2025,11.44,Paid,0
STA-R18416,STA-O11774,07-06-2023,12.08,Paid,0
STA-R17917,STA-O12001,06-02-2025,6.54,Paid,6.54
STA-R12034,STA-O6200,17-07-2024,6.06,Paid,0
STA-R13708,STA-O8987,07-03-2024,23.56,Refunded,0
STA-R17272,STA-O9756,16-01-2025,26.75,Paid,0
STA-R17700,STA-O11298,24-01-2024,11.73,Paid,11.73
STA-R9613,STA-O14263,13-10-2023,71.64,Paid,0
STA-R12704,STA-O10515,17-04-2023,22.6,Refunded,0
STA-R17432,STA-O13738,23-01-2023,18.3,Pending,0
STA-R18395,STA-O12019,24-04-2025,0,Refunded,4.89
STA-R16286,STA-O11857,16-10-2023,6.02,Refunded,0
STA-R13293,STA-O14945,18-06-2025,14.5,Pending,0
STA-R13454,STA-O12625,10-02-2023,5.36,Paid,0
STA-R12768,STA-O13581,19-12-2024,14.16,Paid,0
STA-R10504,STA-O5241,27-02-2025,8.06,Paid,8.06
STA-R10093,STA-O7863,25-04-2024,12.1,Paid,0
STA-R9309,STA-O12379,18-05-2025,6.9,Refunded,0
STA-R10127,STA-O9396,04-12-2025,24.55,Paid,0
STA-R17877,STA-O10612,29-06-2024,26.36,Paid,0
STA-R17403,STA-O12575,21-09-2025,35.73,Refunded,0
STA-R14424,STA-O11559,14-08-2023,16.07,Paid,0
STA-R13022,STA-O14503,30-10-2025,32.44,Paid,32.44
STA-R15218,STA-O13404,30-01-2023,49.14,Paid,49.14
STA-R11529,STA-O10815,30-06-2024,4.65,Refunded,0.76
STA-R13202,STA-O7821,29-02-2024,29.6,Paid,0
STA-R15224,STA-O5360,09-02-2023,76.3,Paid,0
STA-R11809,STA-O12981,21-06-2025,5.95,Refunded,0
STA-R17201,STA-O13727,20-06-2025,7.33,Paid,7.33
STA-R9949,STA-O9043,29-10-2025,24.21,Paid,0
STA-R17068,STA-O11041,15-08-2024,7.44,Paid,7.44
STA-R18643,STA-O8209,04-07-2024,32.1,Paid,0
STA-R12894,STA-O8197,25-11-2023,18.08,Paid,0
STA-R12564,STA-O8947,16-04-2024,2.45,Paid,0
STA-R11229,STA-O14366,04-02-2025,28.5,Paid,0
STA-R11704,STA-O10789,31-10-2023,5.56,Paid,5.56
STA-R15344,STA-O8114,08-01-2023,43.16,Paid,0
STA-R14730,STA-O14424,19-08-2023,28.45,Paid,28.45
STA-R14241,STA-O7894,25-07-2025,3.83,Paid,0
STA-R16128,STA-O8745,02-07-2025,35.8,Paid,0
STA-R14215,STA-O8408,21-03-2023,51.76,Paid,51.76
STA-R9168,STA-O11005,24-09-2024,10.28,Paid,0
STA-R12644,STA-O14363,13-02-2024,19.05,Paid,0
STA-R9208,STA-O6380,15-12-2024,22.64,Paid,0
STA-R15682,STA-O6890,11-01-2023,7.16,Refunded,0
STA-R17200,STA-O10330,22-11-2025,27.52,Paid,0
STA-R18559,STA-O7585,30-05-2025,9.9,Paid,0
STA-R12377,STA-O13252,09-02-2024,16.92,Paid,0
STA-R17304,STA-O14258,29-01-2024,5.9,Paid,0
STA-R14319,STA-O13073,28-08-2024,17.3,Paid,0
STA-R11254,STA-O7794,31-07-2023,20.25,Paid,0
STA-R12497,STA-O7178,13-10-2025,34.28,Paid,34.28
STA-R17419,STA-O6851,04-07-2025,82.1,Refunded,0
STA-R14822,STA-O9071,13-05-2023,36.55,Paid,0
STA-R14232,STA-O5987,27-10-2025,8.52,Paid,0
STA-R16219,STA-O14209,20-06-2023,0,Paid,6.68
STA-R11399,STA-O12080,16-08-2024,24.9,Paid,0
STA-R16882,STA-O7385,09-06-2023,6.13,Pending,0
STA-R9779,STA-O6777,08-05-2023,3.12,Paid,0
STA-R13696,STA-O11240,16-05-2023,28.04,Paid,0
STA-R17726,STA-O9927,07-01-2023,5.25,Paid,0
STA-R9687,STA-O11246,25-03-2023,29.2,Paid,0
STA-R15652,STA-O14692,14-06-2025,70.92,Paid,0
STA-R15888,STA-O6294,21-04-2025,10.52,Refunded,0
STA-R12998,STA-O13683,23-12-2024,21.45,Paid,0
STA-R17734,STA-O10637,20-01-2025,106.8,Paid,0
STA-R12432,STA-O6976,05-02-2025,7.82,Pending,0
STA-R11577,STA-O10290,13-10-2023,89.25,Paid,0
STA-R15203,STA-O12393,04-04-2024,83.4,Paid,0
STA-R16346,STA-O14780,11-06-2025,41.7,Paid,0
STA-R11396,STA-O14347,25-11-2025,20.2,Paid,20.2
STA-R15544,STA-O7971,06-11-2023,3.88,Paid,0
STA-R11985,STA-O8296,15-08-2024,6,Paid,6
STA-R11706,STA-O7329,17-10-2025,8.66,Paid,0
STA-R18044,STA-O6999,19-06-2025,28.4,Paid,0
STA-R12860,STA-O10647,28-11-2024,10.65,Refunded,0
STA-R15049,STA-O9312,16-06-2024,16.16,Paid,0
STA-R13337,STA-O5984,15-11-2023,5.31,Refunded,0
STA-R9675,STA-O13045,10-02-2024,9.66,Paid,0
STA-R14619,STA-O13902,17-02-2023,31.96,Refunded,0
STA-R15851,STA-O10701,23-07-2025,14.25,Paid,0
STA-R11046,STA-O14711,07-06-2025,36.44,Paid,0
STA-R13692,STA-O9253,26-01-2023,16.66,Paid,0
STA-R18114,STA-O5336,11-12-2025,30.92,Paid,0
STA-R17682,STA-O11162,06-04-2024,23.19,Paid,0
STA-R15929,STA-O7243,12-07-2025,27.75,Refunded,0
STA-R12487,STA-O5565,10-12-2025,12.81,Pending,0
STA-R12679,STA-O12713,28-02-2024,15.35,Paid,0
STA-R9516,STA-O11685,24-12-2025,14.24,Paid,0
STA-R16105,STA-O11632,08-07-2025,13.62,Paid,0
STA-R17344,STA-O13589,08-03-2025,41.6,Paid,41.6
STA-R12017,STA-O10435,26-03-2023,0,Pending,0
STA-R10368,STA-O5725,28-12-2025,20.25,Paid,0
STA-R16691,STA-O6538,24-10-2024,7.2,Paid,0
STA-R10617,STA-O6175,23-08-2024,16.2,Paid,16.2
STA-R16192,STA-O8232,01-06-2024,48.44,Paid,0
STA-R16269,STA-O12755,23-12-2025,145.6,Paid,145.6
STA-R14566,STA-O6462,22-06-2023,0,Paid,128.72
STA-R11198,STA-O7559,01-06-2023,9.24,Refunded,0
STA-R10706,STA-O11370,10-10-2025,4.71,Refunded,0
STA-R16440,STA-O12134,07-04-2023,12.16,Paid,0
STA-R15980,STA-O5294,04-04-2024,4.9,Paid,0
STA-R9336,STA-O12489,07-03-2025,18.6,Paid,0
STA-R10412,STA-O14110,21-06-2025,34,Paid,0
STA-R10721,STA-O13645,31-10-2025,32.1,Paid,0
STA-R9784,STA-O7696,08-11-2023,20.4,Paid,0
STA-R13123,STA-O10628,02-04-2023,4.57,Paid,0
STA-R11240,STA-O12054,21-02-2023,0,Paid,0
STA-R9118,STA-O13189,26-04-2025,0,Paid,20.97
STA-R15265,STA-O10884,23-02-2023,31.56,Paid,0
STA-R11542,STA-O7450,13-06-2024,26.15,Paid,0
STA-R9548,STA-O5059,10-10-2023,29.84,Paid,0
STA-R12603,STA-O14403,03-10-2024,66.6,Refunded,0
STA-R16014,STA-O9058,18-02-2023,25.05,Paid,3.41
STA-R13521,STA-O6990,29-11-2023,25.76,Paid,0
STA-R11216,STA-O5039,20-04-2024,11.76,Refunded,0
STA-R12711,STA-O6933,14-11-2024,5.82,Paid,0
STA-R17087,STA-O8041,05-12-2024,6.51,Paid,0
STA-R16169,STA-O6636,17-02-2024,12.78,Paid,12.78
STA-R11584,STA-O9978,08-07-2023,38.9,Paid,38.9
STA-R12736,STA-O8032,19-07-2024,21.5,Paid,0
STA-R15000,STA-O5702,17-10-2023,32.7,Paid,0
STA-R9437,STA-O6332,25-09-2024,64.85,Paid,0
STA-R9304,STA-O10741,01-08-2023,33.08,Paid,0
STA-R9670,STA-O7579,25-05-2024,0,Paid,0
STA-R16619,STA-O8487,17-11-2023,16.14,Paid,0
STA-R13601,STA-O13250,27-12-2025,39.18,Paid,0
STA-R15532,STA-O7510,01-12-2024,7.42,Paid,0
STA-R12856,STA-O6104,19-11-2025,5.31,Paid,0
STA-R12341,STA-O9912,03-09-2023,67.24,Pending,0
STA-R17477,STA-O11235,24-12-2025,115.1,Paid,0
STA-R9320,STA-O11745,07-05-2023,0,Paid,0
STA-R16638,STA-O14669,24-12-2024,18.64,Paid,18.64
STA-R18337,STA-O13376,31-10-2024,7.72,Paid,7.72
STA-R16961,STA-O6595,13-09-2024,22.76,Pending,0
STA-R13014,STA-O9684,15-11-2023,12.72,Paid,0
STA-R9107,STA-O11227,09-07-2023,155.1,Paid,155.1
STA-R17536,STA-O8130,20-12-2025,0,Paid,0
STA-R14196,STA-O10002,14-12-2024,20.76,Refunded,0
STA-R9012,STA-O6509,30-08-2023,65.76,Paid,0
STA-R14560,STA-O6167,24-01-2023,14.16,Paid,0
STA-R15206,STA-O10209,19-12-2023,18.67,Paid,0
STA-R15986,STA-O11123,06-05-2024,135.2,Paid,135.2
STA-R18376,STA-O6121,08-05-2024,11.46,Refunded,0
STA-R14459,STA-O5196,10-07-2024,16.12,Paid,0
STA-R10929,STA-O10875,31-12-2023,5.2,Paid,0
STA-R11616,STA-O7287,03-01-2023,5.61,Paid,0
STA-R16053,STA-O14070,29-10-2023,199.5,Paid,0
STA-R15366,STA-O13718,07-11-2023,9.92,Paid,0
STA-R11115,STA-O12298,26-05-2024,21.96,Paid,21.96
STA-R9032,STA-O14912,02-08-2024,5.24,Refunded,0
STA-R16059,STA-O8780,14-06-2025,108.55,Refunded,0
STA-R12025,STA-O5551,07-05-2025,29.8,Paid,0
STA-R14929,STA-O14345,07-03-2025,26.3,Paid,0
STA-R9120,STA-O8558,21-06-2024,24.1,Paid,0
STA-R12137,STA-O13302,20-02-2023,29.25,Paid,0
STA-R16441,STA-O14991,23-01-2024,58.62,Paid,0
STA-R17033,STA-O9201,17-11-2023,7.08,Paid,0
STA-R9241,STA-O14453,16-04-2023,31.3,Paid,0
STA-R11745,STA-O6492,10-08-2025,3.05,Paid,0
STA-R16459,STA-O12384,09-11-2024,11.1,Paid,0
STA-R9686,STA-O9765,07-09-2025,0,Paid,0
STA-R11687,STA-O14828,16-08-2023,21.33,Paid,0
STA-R11750,STA-O14484,28-02-2024,13.7,Paid,13.7
STA-R17612,STA-O13024,22-11-2025,35.1,Paid,35.1
STA-R15977,STA-O12848,14-04-2025,15.24,Refunded,0
STA-R9270,STA-O14707,21-09-2024,28,Paid,0
STA-R16237,STA-O8140,24-11-2025,36.8,Paid,0
STA-R11367,STA-O6743,16-04-2024,13.23,Paid,0
STA-R13527,STA-O12026,07-04-2023,44.6,Paid,0
STA-R18508,STA-O10055,09-09-2024,26.56,Paid,0
STA-R18648,STA-O9999,14-03-2024,407.67,Paid,0
STA-R18112,STA-O11026,07-05-2025,27.75,Paid,27.75
STA-R12514,STA-O8727,17-11-2024,18.9,Paid,0
STA-R12414,STA-O11657,17-12-2025,99.06,Pending,0
STA-R12164,STA-O11344,18-07-2024,6.16,Paid,0
STA-R15053,STA-O9078,10-07-2024,5.74,Refunded,0
STA-R17053,STA-O7276,11-12-2024,7.88,Refunded,0
STA-R18621,STA-O5104,14-03-2025,24.63,Paid,2.75
STA-R17640,STA-O8915,20-05-2025,16.76,Paid,0
STA-R18113,STA-O5829,22-08-2023,5.12,Paid,0
STA-R16903,STA-O6738,30-04-2023,42.28,Paid,42.28
STA-R15939,STA-O5356,18-03-2025,15.05,Paid,0
STA-R15809,STA-O7393,10-02-2023,11.88,Paid,0
STA-R16198,STA-O12483,30-01-2025,16.08,Paid,0
STA-R17560,STA-O13559,12-11-2023,19.15,Paid,0
STA-R13441,STA-O7926,04-02-2023,6.46,Paid,0
STA-R15034,STA-O13029,11-08-2023,6.24,Paid,0
STA-R18381,STA-O13819,18-01-2024,157.65,Paid,0
STA-R15842,STA-O8252,17-09-2025,7.67,Paid,0
STA-R9297,STA-O5723,02-07-2024,5.8,Paid,0
STA-R12254,STA-O12633,21-02-2024,14.3,Paid,0
STA-R14150,STA-O13937,01-02-2024,19.96,Paid,0
STA-R14677,STA-O9270,07-06-2023,16,Paid,0
STA-R9251,STA-O6460,02-07-2023,3.08,Paid,0
STA-R15323,STA-O6649,16-06-2023,23.67,Pending,0
STA-R13894,STA-O6135,10-10-2024,76.84,Paid,0
STA-R13877,STA-O5182,11-01-2023,38.15,Pending,17.21
STA-R10068,STA-O7761,29-06-2025,74.37,Paid,0
STA-R16241,STA-O7624,20-06-2024,31.4,Refunded,0
STA-R13289,STA-O7843,05-01-2023,76.44,Paid,0
STA-R13136,STA-O10787,10-09-2024,10.98,Paid,0
STA-R18148,STA-O9892,30-11-2023,62.56,Paid,0
STA-R9348,STA-O11963,26-08-2025,12.18,Paid,0
STA-R9872,STA-O10848,22-11-2023,0,Paid,0
STA-R14285,STA-O13646,13-02-2025,24.7,Paid,0
STA-R13333,STA-O6532,21-04-2025,7.05,Paid,0
STA-R14536,STA-O8240,25-04-2024,11.56,Paid,0
STA-R13701,STA-O14216,30-07-2023,3.15,Paid,3.15
STA-R13199,STA-O13750,09-11-2025,15.54,Paid,0
STA-R17712,STA-O14251,12-02-2024,25.55,Paid,0
STA-R18372,STA-O11210,08-12-2025,19.08,Paid,0
STA-R15763,STA-O6331,09-03-2023,16.53,Refunded,0
STA-R12039,STA-O9082,14-11-2025,4.01,Paid,0
STA-R15131,STA-O7057,09-01-2024,38.9,Paid,0
STA-R16474,STA-O14393,11-06-2025,19.76,Paid,0
STA-R16707,STA-O11850,23-10-2024,14.8,Paid,0
STA-R17859,STA-O7845,22-06-2023,4.58,Refunded,0
STA-R14709,STA-O11340,10-11-2023,12.88,Paid,0
STA-R14958,STA-O14693,02-11-2025,24.54,Paid,24.54
STA-R16046,STA-O14402,25-07-2023,21,Paid,21
STA-R13725,STA-O9546,17-10-2025,52.16,Paid,52.16
STA-R13331,STA-O5643,11-02-2025,25.7,Paid,0
STA-R14295,STA-O6887,03-03-2025,14.82,Refunded,0
STA-R10811,STA-O5814,10-11-2025,20.15,Paid,20.15
STA-R13550,STA-O6930,30-04-2025,7.45,Paid,0
STA-R15399,STA-O7080,10-08-2023,185.9,Paid,0
STA-R18242,STA-O6674,05-01-2023,15.82,Paid,0
STA-R11930,STA-O8356,30-12-2025,66.4,Paid,0
STA-R14520,STA-O14407,19-02-2025,22.92,Paid,0
STA-R12082,STA-O8731,10-03-2023,19.04,Paid,19.04
STA-R10679,STA-O6969,30-05-2023,17.36,Refunded,0
STA-R14004,STA-O9675,07-05-2025,150.2,Paid,0
STA-R11525,STA-O11524,11-05-2025,23.55,Paid,0
STA-R14833,STA-O14928,31-12-2025,16.26,Paid,0
STA-R13572,STA-O12454,16-10-2023,6.37,Paid,0
STA-R12943,STA-O8372,27-08-2025,4.33,Refunded,0
STA-R14395,STA-O12284,01-10-2023,15.87,Paid,0
STA-R13206,STA-O11241,29-07-2025,5.35,Refunded,0
STA-R13697,STA-O10742,15-10-2025,16.65,Paid,16.65
STA-R13288,STA-O11577,29-11-2025,10.28,Paid,0
STA-R9300,STA-O6924,31-10-2024,27.2,Paid,0
STA-R14268,STA-O14279,15-07-2023,0,Paid,0
STA-R12127,STA-O9784,07-07-2024,8.51,Paid,0
STA-R17064,STA-O11411,19-09-2024,30.05,Paid,0
STA-R11934,STA-O11684,28-08-2025,18.93,Refunded,0
STA-R13752,STA-O14664,28-11-2025,18.42,Paid,18.42
STA-R14296,STA-O13640,02-11-2025,20.98,Paid,0
STA-R9388,STA-O11948,01-07-2023,22.96,Paid,0
STA-R15778,STA-O7643,27-06-2023,35.93,Paid,0
STA-R9697,STA-O12179,01-09-2025,6.51,Paid,0
STA-R9803,STA-O10451,12-01-2024,0,Paid,16.95
STA-R10486,STA-O8138,13-10-2023,27.21,Paid,0
STA-R11356,STA-O11981,22-09-2025,14.28,Paid,0
STA-R10322,STA-O13797,28-10-2023,7.34,Paid,0
STA-R12422,STA-O12883,04-03-2023,17.25,Paid,0
STA-R11395,STA-O6944,07-06-2024,6.9,Refunded,0
STA-R14654,STA-O8135,14-05-2024,33.65,Paid,0
STA-R15261,STA-O7292,04-06-2023,5.86,Paid,5.86
STA-R15234,STA-O14106,05-01-2025,10.9,Pending,0
STA-R14846,STA-O9731,15-08-2023,32.2,Paid,32.2
STA-R15138,STA-O5003,04-05-2024,8.51,Paid,1.36
