order_id,customer_id,order_date,product_category,quantity,unit_price_usd,order_status,payment_method
STA-O6606,STA-C3657,15-01-2024,Merchandise,1,32.25,Delivered,Mobile App
STA-O14549,STA-C4036,16-01-2024,Hot Coffee,4,4.03,Delivered,Cash
STA-O13935,STA-C9959,20-03-2023,Hot Coffee,2,5.49,Cancelled,Cash
STA-O9882,STA-C1008,12-04-2024,Merchandise,1,15.96,Shipped,Cash
STA-O14251,STA-C3488,02-12-2024,Sandwiches,5,5.11,Delivered,Mobile App
STA-O6515,STA-C5641,29-04-2023,Frappuccino,5,8.44,Delivered,Mobile App
STA-O14220,STA-C1236,13-06-2024,Hot Coffee,1,4.58,Returned,Cash
STA-O13571,STA-C9892,23-03-2023,Bakery,4,3.06,Pending,Credit Card
STA-O14864,STA-C4693,30-08-2023,Frappuccino,1,6.42,Pending,Mobile App
STA-O11345,STA-C4962,17-12-2024,Tea,2,5.67,Unknown,Cash
STA-O8523,STA-C4690,05-08-2024,Sandwiches,3,5.71,Delivered,Mobile App
STA-O10813,STA-C8089,28-04-2023,Bakery,4,3.05,Delivered,Starbucks Card
STA-O5803,STA-C10148,03-07-2025,Merchandise,3,30.01,Delivered,Starbucks Card
STA-O6234,STA-C9700,29-09-2024,Bakery,5,2.52,Shipped,Starbucks Card
STA-O12470,STA-C1831,19-03-2025,Tea,2,4.21,Returned,Mobile App
STA-O12798,STA-C3691,21-06-2025,Hot Coffee,2,4.02,Unknown,Credit Card
STA-O5792,STA-C9716,05-12-2023,Sandwiches,4,6.91,Cancelled,Cash
STA-O8905,STA-C5458,10-02-2023,Coffee Beans (Retail),3,24.07,Cancelled,Cash
STA-O9927,STA-C1653,01-07-2023,Tea,1,5.25,Delivered,Starbucks Card
STA-O5213,STA-C3325,01-02-2023,Frappuccino,2,5.1,Shipped,Cash
STA-O12891,STA-C6251,14-04-2025,Bakery,4,5.16,Delivered,Mobile App
STA-O8349,STA-C5181,25-12-2023,Hot Coffee,1,6.17,Delivered,Credit Card
STA-O8896,STA-C7814,16-01-2023,Coffee Beans (Retail),2,18.18,Returned,Starbucks Card
STA-O8262,STA-C8058,04-07-2025,Tea,2,3.12,Delivered,Cash
STA-O10398,STA-C5154,11-12-2023,Frappuccino,5,5.78,Delivered,Mobile App
STA-O6662,STA-C1876,14-11-2024,Bakery,5,4.82,Returned,Starbucks Card
STA-O10637,STA-C10050,20-01-2025,Merchandise,4,26.7,Delivered,Credit Card
STA-O14190,STA-C5076,27-01-2023,Frappuccino,2,8.55,Returned,Credit Card
STA-O14314,STA-C1729,04-11-2024,Frappuccino,3,6.17,Delivered,Mobile App
STA-O12292,STA-C6460,03-07-2024,Sandwiches,4,5.81,Shipped,Credit Card
STA-O10169,STA-C10162,29-06-2024,Sandwiches,2,6.55,Shipped,Credit Card
STA-O10490,STA-C7118,06-05-2025,Sandwiches,5,5.63,Delivered,Starbucks Card
STA-O12892,STA-C1297,11-02-2023,Frappuccino,5,8.73,Shipped,Credit Card
STA-O5013,STA-C7203,10-09-2025,Frappuccino,4,7.63,Delivered,Mobile App
STA-O13501,STA-C6631,18-04-2023,Bakery,1,2.14,Delivered,Cash
STA-O13758,STA-C8958,24-02-2024,Tea,5,3.68,Delivered,Credit Card
STA-O13585,STA-C3705,16-06-2023,Hot Coffee,2,6.87,Delivered,Mobile App
STA-O12736,STA-C5129,15-12-2025,Hot Coffee,3,6.25,Returned,Mobile App
STA-O6005,STA-C2793,20-09-2025,Cold Coffee,2,6.3,Returned,Starbucks Card
STA-O6155,STA-C8147,23-11-2023,Frappuccino,1,7.99,Delivered,Starbucks Card
STA-O12429,STA-C1507,22-05-2023,Sandwiches,4,5.8,Delivered,Starbucks Card
STA-O11362,STA-C2395,06-09-2024,Coffee Beans (Retail),4,23.81,Cancelled,Mobile App
STA-O9190,STA-C9999,31-03-2025,Tea,5,4.44,Delivered,Starbucks Card
STA-O5705,STA-C8546,21-04-2025,Bakery,5,5.32,Cancelled,Credit Card
STA-O6042,STA-C8629,24-10-2025,Bakery,4,4.15,Delivered,Credit Card
STA-O6488,STA-C2181,12-04-2025,Tea,4,5,Returned,Mobile App
STA-O6040,STA-C10499,07-09-2023,Merchandise,5,21.25,Returned,Cash
STA-O9140,STA-C7364,25-03-2025,Tea,1,3.34,Delivered,Credit Card
STA-O13417,STA-C8859,17-04-2023,Bakery,3,5.27,Delivered,Mobile App
STA-O12185,STA-C5348,03-09-2024,Coffee Beans (Retail),1,13.26,Pending,Mobile App
STA-O12622,STA-C3788,16-04-2024,Cold Coffee,5,7.37,Shipped,Credit Card
STA-O11299,STA-C5901,12-08-2024,Sandwiches,3,5.24,Delivered,Credit Card
STA-O6092,STA-C7463,23-03-2023,Coffee Beans (Retail),4,24.54,Shipped,Credit Card
STA-O14668,STA-C2636,25-08-2024,Cold Coffee,3,6.16,Cancelled,Cash
STA-O8027,STA-C8493,15-08-2024,Sandwiches,5,7.97,Pending,Starbucks Card
STA-O13690,STA-C7101,19-06-2023,Merchandise,3,22.84,Cancelled,Credit Card
STA-O7511,STA-C7793,05-02-2023,Coffee Beans (Retail),2,19.39,Delivered,Starbucks Card
STA-O10047,STA-C1652,13-02-2024,Bakery,5,5.89,Cancelled,Starbucks Card
STA-O12378,STA-C10388,25-06-2023,Frappuccino,2,5.78,Cancelled,Credit Card
STA-O10729,STA-C10592,23-02-2023,Merchandise,1,21.92,Cancelled,Starbucks Card
STA-O5472,STA-C1478,28-02-2025,Hot Coffee,5,3.57,Delivered,Mobile App
STA-O12023,STA-C8876,04-10-2023,Coffee Beans (Retail),1,11.04,Unknown,Credit Card
STA-O14662,STA-C1530,23-10-2023,Tea,2,3.11,Cancelled,Starbucks Card
STA-O11245,STA-C7179,19-12-2023,Cold Coffee,4,5.5,Delivered,Credit Card
STA-O5553,STA-C2716,26-03-2025,Frappuccino,2,7.6,Delivered,Credit Card
STA-O9770,STA-C1085,05-01-2023,Bakery,1,3.32,Shipped,Starbucks Card
STA-O8522,STA-C7127,24-02-2024,Sandwiches,3,6.34,Returned,Mobile App
STA-O8272,STA-C5438,07-01-2025,Merchandise,2,23.06,Cancelled,Credit Card
STA-O13008,STA-C1377,17-09-2024,Tea,1,5.81,Delivered,Cash
STA-O13524,STA-C1185,23-05-2023,Coffee Beans (Retail),1,17.11,Delivered,Credit Card
STA-O14593,STA-C9327,01-03-2023,Frappuccino,3,6.25,Shipped,Cash
STA-O12826,STA-C3571,12-08-2025,Merchandise,1,37.7,Cancelled,Mobile App
STA-O7438,STA-C6860,05-04-2025,Hot Coffee,4,3.04,Delivered,Starbucks Card
STA-O12038,STA-C3563,02-12-2023,Merchandise,4,17.94,Delivered,Mobile App
STA-O14891,STA-C7184,03-06-2025,Merchandise,4,24.67,Delivered,Starbucks Card
STA-O7632,STA-C1474,14-04-2023,Coffee Beans (Retail),3,10.41,Delivered,Cash
STA-O7240,STA-C8378,30-11-2023,Bakery,1,5.92,Shipped,Mobile App
STA-O5809,STA-C5305,08-10-2025,Sandwiches,3,6.61,Delivered,Cash
STA-O8933,STA-C8886,10-03-2024,Frappuccino,2,6.53,Delivered,Mobile App
STA-O10839,STA-C3914,29-11-2023,Coffee Beans (Retail),5,14.04,Cancelled,Cash
STA-O13175,STA-C3353,20-11-2024,Merchandise,1,38.36,Delivered,Starbucks Card
STA-O11594,STA-C7411,17-03-2024,Tea,5,3.38,Pending,Mobile App
STA-O13919,STA-C9483,31-12-2025,Frappuccino,1,5.71,Returned,Starbucks Card
STA-O10660,STA-C4146,07-12-2025,Tea,4,5.42,Delivered,Credit Card
STA-O9903,STA-C8085,02-04-2023,Tea,2,5.01,Delivered,Starbucks Card
STA-O12182,STA-C2758,25-12-2024,Coffee Beans (Retail),2,18.51,Cancelled,Cash
STA-O13085,STA-C6435,29-12-2025,Bakery,4,4.22,Unknown,Cash
STA-O12300,STA-C9444,15-10-2025,Frappuccino,5,5.24,Cancelled,Cash
STA-O11169,STA-C7227,11-04-2023,Cold Coffee,4,5.2,Delivered,Credit Card
STA-O5760,STA-C9430,13-12-2023,Cold Coffee,4,6.71,Unknown,Mobile App
STA-O5766,STA-C9162,12-04-2023,Bakery,4,5.28,Pending,Mobile App
STA-O13256,STA-C4000,21-10-2024,Hot Coffee,2,3.3,Pending,Starbucks Card
STA-O6003,STA-C1535,14-05-2025,Cold Coffee,5,5.67,Pending,Mobile App
STA-O10697,STA-C3832,02-04-2025,Bakery,5,3.42,Returned,Cash
STA-O7625,STA-C3515,03-04-2024,Merchandise,2,21.43,Delivered,Cash
STA-O7617,STA-C8611,03-03-2023,Tea,2,5.85,Delivered,Credit Card
STA-O13222,STA-C10768,10-06-2025,Merchandise,2,28.74,Pending,Cash
STA-O7668,STA-C3606,17-11-2025,Coffee Beans (Retail),2,16.91,Unknown,Starbucks Card
STA-O6290,STA-C1253,11-05-2023,Tea,5,3.53,Pending,Starbucks Card
STA-O13969,STA-C4993,23-09-2023,Tea,5,4.06,Cancelled,Credit Card
STA-O13580,STA-C2221,12-06-2024,Frappuccino,1,7.59,Delivered,Cash
STA-O14649,STA-C9025,17-08-2024,Frappuccino,1,7.77,Shipped,Starbucks Card
STA-O11582,STA-C9437,20-08-2024,Bakery,3,2.9,Delivered,Starbucks Card
STA-O5191,STA-C2716,25-11-2025,Hot Coffee,2,4.36,Pending,Starbucks Card
STA-O10702,STA-C3123,31-01-2024,Hot Coffee,4,6.54,Delivered,Credit Card
STA-O13133,STA-C9663,03-11-2023,Frappuccino,5,8.3,Pending,Mobile App
STA-O6390,STA-C10214,07-07-2025,Sandwiches,5,8.27,Pending,Cash
STA-O7064,STA-C3783,26-09-2023,Cold Coffee,4,4.98,Delivered,Cash
STA-O13719,STA-C3677,05-12-2024,Cold Coffee,2,6.92,Delivered,Cash
STA-O8642,STA-C8960,13-10-2024,Bakery,2,4.99,Pending,Starbucks Card
STA-O5457,STA-C1884,23-12-2024,Coffee Beans (Retail),2,12.54,Delivered,Mobile App
STA-O11979,STA-C3989,11-07-2023,Tea,4,4.01,Delivered,Mobile App
STA-O10171,STA-C8977,29-09-2025,Sandwiches,3,7.65,Delivered,Credit Card
STA-O9964,STA-C1380,22-03-2023,Sandwiches,4,5.22,Delivered,Credit Card
STA-O13160,STA-C4495,02-11-2024,Tea,5,4.75,Cancelled,Cash
STA-O6844,STA-C9740,10-02-2025,Coffee Beans (Retail),5,19.67,Cancelled,Credit Card
STA-O13996,STA-C10687,08-11-2025,Sandwiches,3,8.89,Cancelled,Starbucks Card
STA-O13011,STA-C3366,20-12-2023,Frappuccino,3,6.64,Delivered,Mobile App
STA-O8265,STA-C9577,18-04-2025,Coffee Beans (Retail),3,15.98,Shipped,Mobile App
STA-O9769,STA-C7299,07-08-2025,Bakery,1,2.32,Unknown,Credit Card
STA-O9717,STA-C5562,23-03-2024,Coffee Beans (Retail),4,11.5,Cancelled,Mobile App
STA-O5901,STA-C5422,26-06-2025,Bakery,1,5.1,Delivered,Cash
STA-O14622,STA-C2382,31-07-2024,Hot Coffee,2,4.58,Delivered,Mobile App
STA-O12487,STA-C4997,14-10-2023,Merchandise,3,31.74,Delivered,Cash
STA-O11802,STA-C5242,27-12-2023,Coffee Beans (Retail),4,24.7,Delivered,Starbucks Card
STA-O13303,STA-C10328,28-11-2023,Coffee Beans (Retail),1,16.34,Returned,Starbucks Card
STA-O8878,STA-C1633,31-01-2023,Sandwiches,1,7.27,Shipped,Credit Card
STA-O14173,STA-C4837,01-01-2024,Merchandise,1,21.73,Unknown,Starbucks Card
STA-O7802,STA-C1790,07-12-2023,Tea,4,3.95,Cancelled,Credit Card
STA-O13723,STA-C2916,29-08-2024,Tea,3,5.75,Shipped,Mobile App
STA-O11828,STA-C6653,15-08-2024,Merchandise,4,28.65,Delivered,Mobile App
STA-O12236,STA-C2736,17-08-2024,Bakery,4,5.48,Cancelled,Starbucks Card
STA-O13444,STA-C2052,30-11-2025,Frappuccino,5,5.38,Delivered,Cash
STA-O6551,STA-C5207,23-05-2025,Cold Coffee,2,6.47,Returned,Cash
STA-O9306,STA-C3006,29-04-2023,Bakery,3,5.14,Delivered,Credit Card
STA-O13490,STA-C1391,10-09-2024,Tea,5,3.15,Delivered,Credit Card
STA-O14230,STA-C6538,25-11-2025,Cold Coffee,2,4.04,Delivered,Mobile App
STA-O6038,STA-C4088,16-05-2023,Cold Coffee,2,7.04,Delivered,Mobile App
STA-O5153,STA-C6338,21-05-2025,Coffee Beans (Retail),2,23.65,Cancelled,Mobile App
STA-O12852,STA-C5647,16-12-2023,Bakery,1,5.04,Returned,Mobile App
STA-O10336,STA-C7300,17-12-2023,Sandwiches,2,7.65,Delivered,Starbucks Card
STA-O8230,STA-C7880,24-09-2025,Merchandise,1,20.8,Shipped,Cash
STA-O13037,STA-C6940,29-05-2025,Frappuccino,2,7.18,Delivered,Credit Card
STA-O11128,STA-C10224,19-11-2024,Coffee Beans (Retail),5,17.09,Delivered,Starbucks Card
STA-O10087,STA-C6478,14-07-2023,Coffee Beans (Retail),4,16.16,Pending,Credit Card
STA-O12990,STA-C3507,17-04-2023,Tea,4,5.42,Returned,Starbucks Card
STA-O14971,STA-C5835,13-04-2023,Sandwiches,4,6.09,Shipped,Credit Card
STA-O9128,STA-C6886,11-12-2023,Merchandise,5,27.39,Pending,Cash
STA-O6275,STA-C8472,20-07-2024,Merchandise,2,26.13,Delivered,Credit Card
STA-O10379,STA-C1429,30-04-2023,Frappuccino,3,6.51,Cancelled,Mobile App
STA-O5352,STA-C9955,24-05-2024,Merchandise,4,31.29,Pending,Cash
STA-O12360,STA-C3746,29-08-2025,Coffee Beans (Retail),1,23.59,Pending,Cash
STA-O7845,STA-C1977,22-06-2023,Bakery,1,4.58,Cancelled,Credit Card
STA-O5956,STA-C9612,20-05-2023,Coffee Beans (Retail),4,15.28,Delivered,Starbucks Card
STA-O10873,STA-C9877,13-10-2024,Hot Coffee,1,3.36,Delivered,Starbucks Card
STA-O11613,STA-C9299,16-08-2025,Tea,5,5.92,Pending,Starbucks Card
STA-O8545,STA-C9186,23-08-2023,Tea,2,4.89,Returned,Mobile App
STA-O9003,STA-C2496,30-12-2023,Sandwiches,4,5.14,Delivered,Cash
STA-O6964,STA-C8424,07-08-2023,Sandwiches,1,5.58,Returned,Credit Card
STA-O5896,STA-C10428,31-07-2024,Tea,5,5.91,Delivered,Mobile App
STA-O11656,STA-C2008,12-10-2024,Cold Coffee,4,5.89,Returned,Cash
STA-O13847,STA-C8392,28-08-2025,Merchandise,3,27.99,Delivered,Starbucks Card
STA-O8350,STA-C10866,01-09-2025,Sandwiches,2,8.38,Shipped,Cash
STA-O14272,STA-C7804,24-10-2025,Merchandise,1,16.59,Delivered,Cash
STA-O7862,STA-C6110,19-02-2025,Frappuccino,5,6.21,Unknown,Mobile App
STA-O11093,STA-C8660,28-05-2025,Bakery,1,4.95,Delivered,Starbucks Card
STA-O12189,STA-C8850,30-06-2024,Coffee Beans (Retail),3,11.08,Delivered,Mobile App
STA-O5905,STA-C5993,27-12-2023,Coffee Beans (Retail),1,16.48,Returned,Credit Card
STA-O7355,STA-C9229,01-04-2023,Tea,3,3.77,Delivered,Starbucks Card
STA-O8909,STA-C1023,08-12-2023,Coffee Beans (Retail),2,19.04,Cancelled,Mobile App
STA-O6733,STA-C8778,11-05-2024,Merchandise,4,35.13,Unknown,Cash
STA-O10432,STA-C2935,13-11-2023,Hot Coffee,4,4.31,Shipped,Starbucks Card
STA-O10612,STA-C2573,29-06-2024,Frappuccino,4,6.59,Delivered,Cash
STA-O5925,STA-C5358,22-05-2025,Bakery,3,5.83,Delivered,Mobile App
STA-O5920,STA-C6673,15-11-2023,Tea,5,4.79,Unknown,Credit Card
STA-O12069,STA-C10273,14-09-2023,Merchandise,1,14.38,Pending,Mobile App
STA-O11389,STA-C10497,15-10-2023,Hot Coffee,5,6.64,Delivered,Starbucks Card
STA-O8254,STA-C3455,29-08-2023,Merchandise,3,8.16,Pending,Mobile App
STA-O9658,STA-C5947,26-03-2023,Frappuccino,1,5.37,Delivered,Cash
STA-O7360,STA-C2410,21-11-2024,Hot Coffee,5,3.33,Delivered,Mobile App
STA-O13791,STA-C7120,20-02-2024,Tea,5,3.32,Delivered,Starbucks Card
STA-O5857,STA-C10222,02-09-2025,Coffee Beans (Retail),1,14.55,Delivered,Credit Card
STA-O5428,STA-C1217,19-06-2023,Merchandise,3,9.8,Returned,Starbucks Card
STA-O12021,STA-C5799,08-01-2023,Bakery,4,3.14,Returned,Starbucks Card
STA-O8936,STA-C9999,04-01-2025,Hot Coffee,3,6.25,Delivered,Starbucks Card
STA-O13914,STA-C10717,01-08-2025,Frappuccino,4,5.86,Delivered,Credit Card
STA-O11801,STA-C1938,12-09-2024,Hot Coffee,4,4.91,Unknown,Starbucks Card
STA-O11089,STA-C6659,06-07-2025,Tea,2,5.11,Delivered,Credit Card
STA-O14842,STA-C10723,21-08-2023,Merchandise,4,27.2,Delivered,Cash
STA-O10658,STA-C2277,03-07-2025,Cold Coffee,4,4.54,Shipped,Cash
STA-O14054,STA-C2972,16-07-2023,Bakery,4,2.28,Delivered,Starbucks Card
STA-O12822,STA-C8212,26-03-2024,Frappuccino,4,8.04,Returned,Mobile App
STA-O12249,STA-C4549,22-08-2025,Tea,1,5.38,Delivered,Cash
STA-O5099,STA-C10769,10-11-2025,Bakery,3,5.3,Delivered,Starbucks Card
STA-O8591,STA-C1986,08-09-2025,Merchandise,4,39.82,Shipped,Starbucks Card
STA-O7979,STA-C6589,27-02-2023,Coffee Beans (Retail),1,24.26,Delivered,Mobile App
STA-O11161,STA-C1740,07-12-2024,Sandwiches,2,5.92,Cancelled,Mobile App
STA-O8721,STA-C7416,17-03-2025,Hot Coffee,5,3.55,Delivered,Starbucks Card
STA-O5134,STA-C10034,17-06-2023,Coffee Beans (Retail),4,14.38,Pending,Mobile App
STA-O14720,STA-C10217,11-04-2024,Frappuccino,1,6.29,Delivered,Starbucks Card
STA-O13127,STA-C7880,31-08-2024,Sandwiches,4,8.8,Delivered,Credit Card
STA-O12914,STA-C4616,05-02-2024,Merchandise,5,26.33,Pending,Credit Card
STA-O9846,STA-C1574,29-06-2024,Frappuccino,5,6,Delivered,Mobile App
STA-O10738,STA-C2746,20-10-2024,Frappuccino,1,6.95,Delivered,Starbucks Card
STA-O10583,STA-C4197,18-02-2023,Merchandise,3,10.51,Returned,Credit Card
STA-O5229,STA-C5130,24-07-2025,Frappuccino,3,7.9,Delivered,Mobile App
STA-O12254,STA-C6844,28-09-2024,Hot Coffee,5,5.75,Pending,Credit Card
STA-O14189,STA-C8361,20-01-2024,Bakery,3,5.97,Delivered,Credit Card
STA-O13809,STA-C4073,09-03-2024,Frappuccino,1,8.85,Delivered,Cash
STA-O9729,STA-C6006,06-07-2025,Hot Coffee,1,5.53,Delivered,Mobile App
STA-O9076,STA-C7487,31-01-2024,Bakery,1,3.28,Delivered,Credit Card
STA-O10694,STA-C3705,25-05-2024,Merchandise,4,24.66,Pending,Credit Card
STA-O12001,STA-C2322,02-06-2025,Hot Coffee,1,6.54,Returned,Credit Card
STA-O9943,STA-C2246,20-03-2023,Frappuccino,4,5.65,Cancelled,Mobile App
STA-O5250,STA-C8383,11-05-2024,Frappuccino,4,7.64,Returned,Credit Card
STA-O11672,STA-C4408,09-10-2024,Sandwiches,1,5.01,Delivered,Starbucks Card
STA-O14398,STA-C5927,06-10-2023,Frappuccino,4,7.16,Delivered,Mobile App
STA-O14259,STA-C3635,15-09-2024,Sandwiches,2,8.47,Shipped,Credit Card
STA-O11333,STA-C3735,18-02-2024,Bakery,2,2.17,Shipped,Starbucks Card
STA-O10160,STA-C2670,15-06-2025,Coffee Beans (Retail),3,21.5,Returned,Mobile App
STA-O7366,STA-C9375,16-10-2025,Frappuccino,4,7.43,Delivered,Starbucks Card
STA-O5297,STA-C9992,30-11-2024,Bakery,2,5.69,Delivered,Mobile App
STA-O5420,STA-C3545,05-05-2023,Coffee Beans (Retail),2,24.08,Delivered,Starbucks Card
STA-O9249,STA-C6560,04-07-2025,Hot Coffee,3,4.79,Returned,Cash
STA-O13737,STA-C4401,20-08-2023,Hot Coffee,2,4.4,Returned,Mobile App
STA-O10128,STA-C6101,29-06-2025,Tea,5,4.2,Returned,Credit Card
STA-O7800,STA-C9698,18-12-2025,Sandwiches,3,6.42,Delivered,Credit Card
STA-O12599,STA-C2472,18-12-2025,Sandwiches,4,5.71,Pending,Starbucks Card
STA-O13826,STA-C3514,27-02-2023,Coffee Beans (Retail),5,24.54,Cancelled,Starbucks Card
STA-O13164,STA-C7042,17-03-2023,Cold Coffee,1,5.84,Shipped,Starbucks Card
STA-O9555,STA-C8621,01-02-2024,Frappuccino,1,5.8,Returned,Credit Card
STA-O13306,STA-C7971,13-06-2023,Tea,1,5.86,Delivered,Starbucks Card
STA-O12608,STA-C9950,05-12-2023,Tea,3,4.8,Delivered,Mobile App
STA-O10460,STA-C6423,27-05-2025,Frappuccino,3,5.68,Pending,Starbucks Card
STA-O11661,STA-C2378,12-11-2025,Merchandise,2,39.01,Cancelled,Cash
STA-O11662,STA-C9036,17-08-2024,Frappuccino,4,8.86,Returned,Cash
STA-O10948,STA-C3199,08-12-2024,Frappuccino,2,6.2,Returned,Credit Card
STA-O5847,STA-C8368,09-07-2023,Tea,5,3.12,Delivered,Mobile App
STA-O12172,STA-C2398,18-05-2023,Cold Coffee,5,5.7,Cancelled,Credit Card
STA-O5581,STA-C2480,20-07-2023,Tea,5,4.83,Delivered,Mobile App
STA-O5666,STA-C7439,17-07-2024,Tea,4,5.75,Delivered,Starbucks Card
STA-O10086,STA-C2041,19-04-2023,Sandwiches,3,6.67,Returned,Starbucks Card
STA-O12699,STA-C7029,18-02-2023,Frappuccino,2,6.11,Unknown,Mobile App
STA-O11731,STA-C6065,22-11-2025,Tea,3,4.05,Unknown,Cash
STA-O9331,STA-C3383,01-11-2025,Hot Coffee,3,3.47,Delivered,Starbucks Card
STA-O9344,STA-C3922,11-09-2024,Cold Coffee,2,6.54,Shipped,Cash
STA-O9456,STA-C5164,17-07-2023,Merchandise,2,39.59,Pending,Starbucks Card
STA-O9795,STA-C2876,09-09-2025,Merchandise,4,10.56,Cancelled,Cash
STA-O12781,STA-C8581,24-08-2023,Coffee Beans (Retail),1,24.03,Delivered,Cash
STA-O11856,STA-C4337,31-07-2024,Coffee Beans (Retail),5,10.08,Delivered,Starbucks Card
STA-O6086,STA-C3267,06-03-2024,Bakery,4,2.48,Shipped,Mobile App
STA-O11101,STA-C9216,01-05-2023,Hot Coffee,5,6.8,Delivered,Cash
STA-O7545,STA-C5426,27-04-2024,Sandwiches,2,6.75,Cancelled,Credit Card
STA-O5290,STA-C8770,10-01-2025,Bakery,4,2.44,Delivered,Cash
STA-O14677,STA-C3339,28-11-2023,Cold Coffee,4,5.61,Shipped,Starbucks Card
STA-O9637,STA-C1449,30-10-2024,Frappuccino,1,5.47,Delivered,Mobile App
STA-O12369,STA-C8008,01-12-2025,Hot Coffee,4,4.58,Delivered,Starbucks Card
STA-O14658,STA-C7338,24-11-2023,Bakery,5,4.02,Delivered,Starbucks Card
STA-O12706,STA-C5724,09-04-2024,Frappuccino,4,6.38,Pending,Cash
STA-O12664,STA-C8549,24-10-2025,Cold Coffee,3,7.26,Delivered,Starbucks Card
STA-O12638,STA-C3716,30-04-2024,Tea,5,4.59,Delivered,Starbucks Card
STA-O5206,STA-C4208,04-03-2025,Bakery,3,5.35,Pending,Cash
STA-O10257,STA-C1939,25-10-2023,Merchandise,2,28.78,Pending,Cash
STA-O5978,STA-C6916,17-10-2025,Tea,5,4.01,Returned,Starbucks Card
STA-O11838,STA-C8950,13-01-2023,Coffee Beans (Retail),1,13.66,Cancelled,Credit Card
STA-O10176,STA-C2341,14-05-2025,Bakery,3,4.69,Cancelled,Starbucks Card
STA-O5979,STA-C3863,27-10-2023,Hot Coffee,3,4.34,Pending,Starbucks Card
STA-O9772,STA-C1811,02-03-2023,Sandwiches,3,6.42,Returned,Starbucks Card
STA-O5879,STA-C10880,19-01-2023,Tea,3,4.36,Pending,Starbucks Card
STA-O10098,STA-C2458,15-01-2024,Hot Coffee,3,5.5,Returned,Starbucks Card
STA-O14754,STA-C6206,16-12-2023,Bakery,5,2.67,Delivered,Cash
STA-O13113,STA-C6108,05-07-2024,Cold Coffee,3,4.69,Returned,Cash
STA-O7038,STA-C7401,01-09-2024,Tea,1,4.09,Pending,Starbucks Card
STA-O5236,STA-C4944,27-03-2024,Bakery,2,2.92,Delivered,Cash
STA-O9342,STA-C9364,12-07-2024,Frappuccino,2,6.79,Delivered,Mobile App
STA-O13307,STA-C2343,03-09-2025,Hot Coffee,3,5.21,Delivered,Starbucks Card
STA-O8771,STA-C1184,14-09-2025,Sandwiches,4,7.08,Delivered,Credit Card
STA-O12698,STA-C7895,01-01-2025,Sandwiches,3,5.75,Shipped,Cash
STA-O6514,STA-C1148,19-08-2024,Tea,4,4.33,Delivered,Mobile App
STA-O5874,STA-C4345,05-03-2023,Frappuccino,1,8.26,Delivered,Starbucks Card
STA-O5647,STA-C1853,06-02-2025,Hot Coffee,2,4.74,Shipped,Credit Card
STA-O9175,STA-C8583,17-05-2023,Hot Coffee,2,6.29,Returned,Credit Card
STA-O7516,STA-C9098,20-10-2024,Bakery,4,2.57,Delivered,Mobile App
STA-O5788,STA-C7238,28-04-2023,Cold Coffee,2,5.07,Delivered,Cash
STA-O5372,STA-C9101,08-05-2024,Coffee Beans (Retail),3,24.92,Delivered,Starbucks Card
STA-O12708,STA-C4420,22-06-2025,Coffee Beans (Retail),5,16.47,Delivered,Starbucks Card
STA-O13299,STA-C3061,17-05-2023,Sandwiches,1,7.29,Shipped,Cash
STA-O10044,STA-C9806,13-10-2023,Sandwiches,5,7.25,Delivered,Starbucks Card
STA-O11513,STA-C9054,05-07-2024,Cold Coffee,3,6.82,Shipped,Credit Card
STA-O8781,STA-C9683,18-09-2024,Frappuccino,1,8.05,Pending,Cash
STA-O7314,STA-C3271,20-10-2023,Bakery,4,4.71,Returned,Cash
STA-O6482,STA-C9584,09-07-2023,Cold Coffee,1,5.56,Returned,Starbucks Card
STA-O12846,STA-C7551,04-10-2023,Hot Coffee,1,5.01,Pending,Cash
STA-O5168,STA-C5694,19-06-2025,Coffee Beans (Retail),5,10.84,Delivered,Credit Card
STA-O6112,STA-C8976,27-07-2024,Frappuccino,1,8.95,Delivered,Credit Card
STA-O6157,STA-C6924,29-01-2025,Frappuccino,3,7.83,Delivered,Credit Card
STA-O14006,STA-C9378,23-06-2023,Coffee Beans (Retail),3,21.57,Shipped,Mobile App
STA-O11432,STA-C9629,28-01-2024,Cold Coffee,4,4.46,Delivered,Starbucks Card
STA-O13295,STA-C3662,04-06-2023,Coffee Beans (Retail),2,10.16,Delivered,Cash
STA-O14856,STA-C10793,01-10-2024,Merchandise,5,35.92,Cancelled,Mobile App
STA-O12976,STA-C4722,10-06-2025,Merchandise,1,9.22,Cancelled,Mobile App
STA-O6493,STA-C7930,23-11-2025,Coffee Beans (Retail),4,18.9,Delivered,Starbucks Card
STA-O7195,STA-C8611,02-02-2023,Bakery,5,5.24,Pending,Cash
STA-O7647,STA-C9999,15-08-2023,Coffee Beans (Retail),2,13.02,Cancelled,Starbucks Card
STA-O6035,STA-C4858,14-12-2024,Hot Coffee,1,6.32,Pending,Cash
STA-O14826,STA-C1566,28-10-2025,Merchandise,3,9.32,Delivered,Cash
STA-O5066,STA-C4667,13-04-2025,Merchandise,2,19.6,Returned,Mobile App
STA-O8767,STA-C4540,06-07-2024,Bakery,4,2.02,Returned,Mobile App
STA-O6319,STA-C8334,29-08-2023,Cold Coffee,4,7.13,Delivered,Cash
STA-O10995,STA-C8259,14-11-2025,Hot Coffee,2,5.16,Pending,Mobile App
